#date:2020-04-25
symbol	name	alias_symbol	alias_name	entrez_id	ensembl_gene_id	ucsc_id	refseq_accession	ccds_id	uniprot_ids
VPS35	VPS35 retromer complex component	"FLJ10752|MEM3|PARK17"		55737	ENSG00000069329	uc002eef.5	NM_018206	CCDS10721	Q96QK1
VPS35L	VPS35 endosomal protein sorting factor like	MGC16824		57020	ENSG00000103544	uc059rnn.1	NM_020314	"CCDS32397|CCDS73840"	Q7Z3J2
VPS36	vacuolar protein sorting 36 homolog	"CGI-145|Eap45"		51028	ENSG00000136100	uc001vgs.5	NM_001282168	"CCDS9434|CCDS73577"	Q86VN1
VPS37A	VPS37A subunit of ESCRT-I	"FLJ32642|HCRP1|SPG53"	hepatocellular carcinoma related protein 1	137492	ENSG00000155975	uc003wxj.4	NM_152415	"CCDS6001|CCDS47811"	Q8NEZ2
VPS37B	VPS37B subunit of ESCRT-I	FLJ12750		79720	ENSG00000139722	uc001udl.4	NM_024667	CCDS9239	Q9H9H4
VPS37C	VPS37C subunit of ESCRT-I	FLJ20847		55048	ENSG00000167987	uc001nqv.2	NM_017966	CCDS31573	A5D8V6
VPS37D	VPS37D subunit of ESCRT-I	MGC35352		155382	ENSG00000176428	uc003tyr.4	NM_152560	CCDS43596	Q86XT2
VPS39	VPS39 subunit of HOPS complex	"KIAA0770|VAM6"		23339	ENSG00000166887	uc001zpc.4	NM_015289	"CCDS10083|CCDS73710"	Q96JC1
VPS41	VPS41 subunit of HOPS complex	HVSP41		27072	ENSG00000006715	uc003tgy.4	NM_014396	"CCDS5457|CCDS5458"	P49754
VPS45	vacuolar protein sorting 45 homolog	"h-vps45|H1"		11311	ENSG00000136631	uc001etp.5	NM_007259	"CCDS944|CCDS60244|CCDS86017"	Q9NRW7
VPS50	VPS50 subunit of EARP/GARPII complex	"KIAA1861|FLJ20097|DKFZp313I2429|VPS54L"	syndetin	55610	ENSG00000004766		NM_017667	"CCDS5630|CCDS43617|CCDS59065"	Q96JG6
VPS51	VPS51 subunit of GARP complex	"ANG2|ANG3|FFR"	fat-free homolog (zebrafish)	738	ENSG00000149823	uc001ocr.3	NM_013265	CCDS8093	Q9UID3
VPS52	VPS52 subunit of GARP complex	ARE1		6293	ENSG00000223501	uc011izy.4	NM_022553	CCDS4770	Q8N1B4
VPS53	VPS53 subunit of GARP complex	"FLJ10979|HCCS1"		55275	ENSG00000141252	uc002frm.3	NM_018289	"CCDS10995|CCDS45558"	Q5VIR6
VPS54	VPS54 subunit of GARP complex	"HCC8|PPP1R164"	protein phosphatase 1, regulatory subunit 164	51542	ENSG00000143952	uc002scq.4	NM_016516	"CCDS33208|CCDS46302"	Q9P1Q0
VPS72	vacuolar protein sorting 72 homolog	"YL-1|YL1|Swc2"		6944	ENSG00000163159	uc001exe.3	NM_005997	"CCDS989|CCDS59201"	Q15906
VRK1	VRK serine/threonine kinase 1			7443	ENSG00000100749	uc001yft.4	NM_003384	CCDS9947	Q99986
VRK2	VRK serine/threonine kinase 2			7444	ENSG00000028116	uc002rzo.3	NM_006296	"CCDS1859|CCDS46291|CCDS46292"	Q86Y07
VRK3	VRK serine/threonine kinase 3			51231	ENSG00000105053	uc002prg.3	NM_016440	"CCDS12791|CCDS33076|CCDS77334"	Q8IV63
VRTN	vertebrae development associated	"FLJ10811|vertnin"		55237	ENSG00000133980	uc001xpw.5	NM_018228	CCDS9830	Q9H8Y1
VSIG1	V-set and immunoglobulin domain containing 1	"MGC44287|GPA34"	glycoprotein A34	340547	ENSG00000101842	uc004eno.4	NM_182607	"CCDS14535|CCDS55474"	Q86XK7
VSIG2	V-set and immunoglobulin domain containing 2	"CTXL|CTH"		23584	ENSG00000019102	uc001qas.4	NM_014312	"CCDS8452|CCDS86258"	Q96IQ7
VSIG4	V-set and immunoglobulin domain containing 4	"Z39IG|CRIg"	complement receptor of the immunoglobulin superfamily	11326	ENSG00000155659	uc004dwh.3	NM_007268	"CCDS14383|CCDS48132|CCDS55435"	Q9Y279
VSIG8	V-set and immunoglobulin domain containing 8			391123	ENSG00000243284	uc001fuh.3	NM_001013661	CCDS30913	P0DPA2
VSIG10	V-set and immunoglobulin domain containing 10			54621	ENSG00000176834	uc001tws.4	NM_019086	CCDS44992	Q8N0Z9
VSIG10L	V-set and immunoglobulin domain containing 10 like			147645	ENSG00000186806	uc002pwf.4	NM_001163922	CCDS54300	Q86VR7
VSIG10L2	V-set and immunoglobulin domain containing 10 like 2			338667	ENSG00000283703		NM_001365077		P0DP72
VSIR	V-set immunoregulatory receptor	"SISP1|GI24|B7-H5|B7H5|VISTA|PD-1H|Dies1"	"stress induced secreted protein 1|V-domain Ig suppressor of T cell activation|PDCD1 homolog"	64115	ENSG00000107738	uc001jsd.5	NM_022153	CCDS31218	Q9H7M9
VSNL1	visinin like 1	"VILIP|HPCAL3|HUVISL1|HLP3|VILIP-1"	hippocalcin-like protein 3	7447	ENSG00000163032	uc061gwj.1	NM_003385	CCDS1689	P62760
VSTM1	V-set and transmembrane domain containing 1	UNQ3033		284415	ENSG00000189068	uc002qcw.5	NM_198481	"CCDS12872|CCDS74441|CCDS74442"	Q6UX27
VSTM2A	V-set and transmembrane domain containing 2A	MGC33530		222008	ENSG00000170419	uc010kzf.4	NM_182546	"CCDS5512|CCDS75604|CCDS83185"	Q8TAG5
VSTM2B	V-set and transmembrane domain containing 2B			342865	ENSG00000187135	uc010xrl.2	NM_001146339	CCDS46034	A6NLU5
VSTM2L	V-set and transmembrane domain containing 2 like	dJ1118M15.2		128434	ENSG00000132821	uc002xhk.5	NM_080607	CCDS13299	Q96N03
VSTM4	V-set and transmembrane domain containing 4	FLJ31737		196740	ENSG00000165633	uc001jhf.4	NM_144984	"CCDS7228|CCDS31198"	Q8IW00
VSTM5	V-set and transmembrane domain containing 5	LOC387804		387804	ENSG00000214376	uc010ruc.2	NM_001144871	CCDS44709	A8MXK1
VSX1	visual system homeobox 1	"PPD|PPCD1"		30813	ENSG00000100987	uc002wuf.5	NM_001256271	"CCDS13168|CCDS13169|CCDS58766|CCDS58767"	Q9NZR4
VSX2	visual system homeobox 2	RET1		338917	ENSG00000119614	uc001xpq.3	NM_182894	CCDS9827	P58304
VTA1	vesicle trafficking 1	"HSPC228|My012"		51534	ENSG00000009844	uc003qiw.5	NM_016485	"CCDS5197|CCDS69214|CCDS75531"	Q9NP79
VTCN1	V-set domain containing T cell activation inhibitor 1	"B7-H4|FLJ22418|B7S1|B7x|B7H4"	"B7 family member, H4|B7 superfamily member 1"	79679	ENSG00000134258	uc001ehb.4	NM_024626	"CCDS894|CCDS58019|CCDS58020"	Q7Z7D3
VTI1A	vesicle transport through interaction with t-SNAREs 1A	"MVti1|Vti1a|Vti1-rp2"		143187	ENSG00000151532	uc001kzz.5	NM_001318203	CCDS7575	Q96AJ9
VTI1B	vesicle transport through interaction with t-SNAREs 1B	VTI2		10490	ENSG00000100568	uc001xjt.4	NM_006370	CCDS9786	Q9UEU0
VTN	vitronectin	VN	"serum spreading factor|somatomedin B|complement S-protein"	7448	ENSG00000109072	uc002hbc.4	NM_000638	CCDS11229	P04004
VWA1	von Willebrand factor A domain containing 1	"FLJ22215|VWA-1|WARP"		64856	ENSG00000179403	uc001afs.4	NM_022834	"CCDS27|CCDS28"	Q6PCB0
VWA2	von Willebrand factor A domain containing 2	"FLJ45857|FLJ16213|CCSP-2|AMACO|NET42"		340706	ENSG00000165816	uc001lbl.3	NM_198496	CCDS7589	Q5GFL6
VWA3A	von Willebrand factor A domain containing 3A	"FLJ46765|FLJ40941"		146177	ENSG00000175267	uc010vbq.2	NM_173615	CCDS45441	A6NCI4
VWA3B	von Willebrand factor A domain containing 3B	"DKFZp686F2227|MGC26733"		200403	ENSG00000168658	uc002syo.4	NM_144992	CCDS42718	Q502W6
VWA5A	von Willebrand factor A domain containing 5A	BCSC-1		4013	ENSG00000110002	uc001pzu.4	NM_014622	"CCDS8444|CCDS8445"	O00534
VWA5B1	von Willebrand factor A domain containing 5B1	FLJ32784		127731	ENSG00000158816	uc057cyt.1	NM_001039500		Q5TIE3
VWA5B2	von Willebrand factor A domain containing 5B2	"DKFZp761K032|LOC90113"		90113	ENSG00000145198	uc011bra.3	NM_138345	"CCDS54686|CCDS82881"	Q8N398
VWA7	von Willebrand factor A domain containing 7	"G7c|NG37"		80737	ENSG00000204396	uc011dog.3	NM_025258	CCDS4721	Q9Y334
VWA8	von Willebrand factor A domain containing 8			23078	ENSG00000102763	uc001uyk.4	NM_015058	"CCDS31963|CCDS41881"	A3KMH1
VWC2	von Willebrand factor C domain containing 2	"PSST739|UNQ739"	"brorin|brain-specific chordin-like"	375567	ENSG00000188730	uc003tot.2	NM_198570	CCDS5508	Q2TAL6
VWC2L	von Willebrand factor C domain containing 2 like		brorin-like	402117	ENSG00000174453	uc002vet.3	NM_001080500	"CCDS46509|CCDS86917"	B2RUY7
VWCE	von Willebrand factor C and EGF domains	"URG11|FLJ32009|VWC1"		220001	ENSG00000167992	uc001nra.4	NM_152718	CCDS8002	Q96DN2
VWDE	von Willebrand factor D and EGF domains	FLJ14712		221806	ENSG00000146530	uc003ssj.3	NM_001135924	CCDS47544	Q8N2E2
VWF	von Willebrand factor			7450	ENSG00000110799	uc001qnn.2	NM_000552	CCDS8539	P04275
VXN	vexin	MGC33510		254778	ENSG00000169085	uc003xwg.4	NM_152765	CCDS6191	Q8TAG6
WAC	WW domain containing adaptor with coiled-coil	"Wwp4|FLJ31290|PRO1741|BM-016|MGC10753"		51322	ENSG00000095787	uc001iuf.4	NM_100264	"CCDS7159|CCDS7160|CCDS7161"	Q9BTA9
WAPL	WAPL cohesin release factor	FOE	friend of EBNA2	23063	ENSG00000062650		NM_015045	CCDS7375	Q7Z5K2
WARS1	tryptophanyl-tRNA synthetase 1	IFP53	tryptophan tRNA ligase 1, cytoplasmic	7453	ENSG00000140105	uc001yhl.2	NM_004184	"CCDS9960|CCDS9961"	P23381
WARS2	tryptophanyl tRNA synthetase 2, mitochondrial	mtTrpRS	tryptophan tRNA ligase 2, mitochondrial	10352	ENSG00000116874	uc001ehn.4	NM_015836	"CCDS900|CCDS30817"	Q9UGM6
WAS	WASP actin nucleation promoting factor	"WASP|WASPA"	eczema-thrombocytopenia	7454	ENSG00000015285	uc004dkm.5	NM_000377	CCDS14303	P42768
WASF1	WASP family member 1	"WAVE1|SCAR1|KIAA0269|WAVE"		8936	ENSG00000112290	uc003ptv.1	NM_003931	CCDS5080	Q92558
WASF2	WASP family member 2	"WAVE2|SCAR2"		10163	ENSG00000158195	uc057dvq.1	NM_006990	"CCDS304|CCDS55582"	Q9Y6W5
WASF3	WASP family member 3	"WAVE3|SCAR3|KIAA0900"		10810	ENSG00000132970	uc001uqv.5	NM_001291965	"CCDS9318|CCDS76626"	Q9UPY6
WASHC1	WASH complex subunit 1	FLJ00038		100287171	ENSG00000181404	uc010mgm.2	NM_182905	CCDS78375	A8K0Z3
WASHC2A	WASH complex subunit 2A	"bA56A21.1|bA98I6.1|FLJ10824"		387680	ENSG00000099290	uc001jjb.4	NM_001005751	"CCDS41527|CCDS76303|CCDS81463"	Q641Q2
WASHC2C	WASH complex subunit 2C	"Em:AC012044.3|KIAA0592"		253725	ENSG00000172661	uc001jcu.4	NM_001169106	"CCDS44374|CCDS53528|CCDS53529|CCDS81453"	Q9Y4E1
WASHC3	WASH complex subunit 3	CGI-116		51019	ENSG00000120860	uc010svw.3	NM_016053	"CCDS44959|CCDS73512"	Q9Y3C0
WASHC4	WASH complex subunit 4	SWIP	strumpellin and WASH-interacting protein	23325	ENSG00000136051	uc001tld.4	NM_015275	"CCDS41826|CCDS73514"	Q2M389
WASHC5	WASH complex subunit 5		strumpellin	9897	ENSG00000164961	uc003yrt.4	NM_014846	"CCDS6355|CCDS83325"	Q12768
WASL	WASP like actin nucleation promoting factor	"N-WASP|NWASP|WASPB"		8976	ENSG00000106299	uc003vkz.5	NM_003941	CCDS34743	O00401
WBP1	WW domain binding protein 1	WBP-1		23559	ENSG00000239779	uc002slj.3	NM_012477	CCDS1943	Q96G27
WBP1L	WW domain binding protein 1 like	"FLJ20154|OPAL1"	outcome predictor in acute leukemia 1	54838	ENSG00000166272	uc001kwe.5	NM_017787	"CCDS7540|CCDS44473"	Q9NX94
WBP2	WW domain binding protein 2	"WBP-2|GRAMD6"		23558	ENSG00000132471	uc060kdn.1	NM_012478	"CCDS11731|CCDS82206"	Q969T9
WBP2NL	WBP2 N-terminal like	"FLJ26145|MGC26816|PAWP|GRAMD7"	postacrosomal sheath WW domain-binding protein	164684	ENSG00000183066	uc003bbt.4	NM_152613	CCDS14029	Q6ICG8
WBP4	WW domain binding protein 4	"FBP21|MGC117310"	formin binding protein 21	11193	ENSG00000120688	uc001uxt.4	NM_007187	CCDS9375	O75554
WBP11	WW domain binding protein 11	"NPWBP|SIPP1|PPP1R165|FAP90|CFAP90|BUG13"	"splicing factor, PQBP1 and PP1 interacting|protein phosphatase 1, regulatory subunit 165"	51729	ENSG00000084463	uc001rci.4	NM_016312	CCDS8666	Q9Y2W2
WDCP	WD repeat and coiled coil containing	"FLJ21945|MMAP"		80304	ENSG00000163026	uc002rep.3	NM_025203	"CCDS1705|CCDS46229"	Q9H6R7
WDFY1	WD repeat and FYVE domain containing 1	"KIAA1435|FENS-1|WDF1|ZFYVE17"		57590	ENSG00000085449	uc002vnq.4	NM_020830	CCDS33387	Q8IWB7
WDFY2	WD repeat and FYVE domain containing 2	ZFYVE22		115825	ENSG00000139668	uc001vfp.4	NM_052950	CCDS9429	Q96P53
WDFY3	WD repeat and FYVE domain containing 3	"KIAA0993|ALFY|ZFYVE25"		23001	ENSG00000163625	uc003hpd.4	NM_014991	CCDS3609	Q8IZQ1
WDFY4	WDFY family member 4	"KIAA1607|Em:AC060234.3|FLJ45748"		57705	ENSG00000128815	uc057tdq.1	NM_020945	CCDS44385	Q6ZS81
WDHD1	WD repeat and HMG-box DNA binding protein 1	"AND-1|CTF4|CHTF4"	CTF4, chromosome transmission fidelity factor 4 homolog (S. cerevisiae)	11169	ENSG00000198554	uc001xbm.3	NM_007086	"CCDS9721|CCDS41955"	O75717
WDPCP	WD repeat containing planar cell polarity effector	"hFrtz|fritz|BBS15|CPLANE5"	ciliogenesis and planar polarity effector 5	51057	ENSG00000143951	uc002sch.4	NM_015910	"CCDS42688|CCDS46301"	O95876
WDR1	WD repeat domain 1			9948	ENSG00000071127	uc032tce.2	NM_005112	"CCDS54739|CCDS54740"	O75083
WDR3	WD repeat domain 3	"FLJ12796|UTP12|DIP2"		10885	ENSG00000065183	uc010oxe.2	NM_006784	CCDS898	Q9UNX4
WDR4	WD repeat domain 4	"TRM82|TRMT82"	TRM82 tRNA methyltransferase 82 homolog (S. cerevisiae)	10785	ENSG00000160193	uc002zci.5	NM_001260474	CCDS13691	P57081
WDR5	WD repeat domain 5	"SWD3|CFAP89"	"SWD3, Set1c WD40 repeat protein, homolog (S. cerevisiae)|cilia and flagella associated protein 89"	11091	ENSG00000196363	uc004cey.4	NM_052821	CCDS6981	P61964
WDR5B	WD repeat domain 5B	FLJ11287		54554	ENSG00000196981	uc003efa.2	NM_019069	CCDS3012	Q86VZ2
WDR6	WD repeat domain 6			11180	ENSG00000178252	uc062jnu.1	NM_001320546	"CCDS2782|CCDS82772"	Q9NNW5
WDR7	WD repeat domain 7	"KIAA0541|TRAG"		23335	ENSG00000091157	uc002lgk.2	NM_015285	"CCDS11962|CCDS11963"	Q9Y4E6
WDR11	WD repeat domain 11	"KIAA1351|FLJ10506|WDR15|HH14|DR11|SRI1"	sensitization to ricin complex subunit 1	55717	ENSG00000120008	uc021pzt.2	NM_018117	CCDS7619	Q9BZH6
WDR12	WD repeat domain 12	"YTM1|FLJ10881"		55759	ENSG00000138442	uc002uzl.4	NM_018256	CCDS2356	Q9GZL7
WDR13	WD repeat domain 13			64743	ENSG00000101940	uc064yzh.1	NM_001166426	CCDS14302	Q9H1Z4
WDR17	WD repeat domain 17			116966	ENSG00000150627	uc003iuj.4	NM_001350727	"CCDS3825|CCDS43284"	Q8IZU2
WDR18	WD repeat domain 18	Ipi3	Involved in Processing ITS2 3 homolog (S. cerevisiae)	57418	ENSG00000065268	uc002lqm.2	NM_001372085	CCDS12051	Q9BV38
WDR19	WD repeat domain 19	"Pwdmp|KIAA1638|FLJ23127|ORF26|DYF-2|Oseg6|IFT144|NPHP13|FAP66"	intraflagellar transport 144 homolog (Chlamydomonas)	57728	ENSG00000157796	uc003gtv.3	NM_001317924	CCDS47042	Q8NEZ3
WDR20	WD repeat domain 20	"DMR|MGC33177|FLJ33659"		91833	ENSG00000140153	uc001ykz.4	NM_181291	"CCDS9968|CCDS9969|CCDS9970|CCDS55942|CCDS55943|CCDS55944|CCDS55945|CCDS81853"	Q8TBZ3
WDR24	WD repeat domain 24	"DKFZp434F054|JFP7"		84219	ENSG00000127580	uc002ciz.2	NM_032259	CCDS10420	Q96S15
WDR25	WD repeat domain 25	MGC4645		79446	ENSG00000176473	uc010avx.4	NM_024515	CCDS32157	Q64LD2
WDR26	WD repeat domain 26	"FLJ21016|GID7"	GID complex subunit 7 homolog (S. cerevisiae)	80232	ENSG00000162923	uc001hop.4	NM_025160	CCDS31037	Q9H7D7
WDR27	WD repeat domain 27	MGC43690		253769	ENSG00000184465	uc003qwx.4	NM_182552	"CCDS47520|CCDS56459"	A2RRH5
WDR31	WD repeat domain 31	FLJ35921	similar to spermatid WD-repeat protein	114987	ENSG00000148225	uc064vdu.1	NM_145241	"CCDS6792|CCDS35110"	Q8NA23
WDR33	WD repeat domain 33	"FLJ11294|WDC146|NET14"		55339	ENSG00000136709	uc002tpg.3	NM_018383	"CCDS2150|CCDS42746|CCDS46407"	Q9C0J8
WDR34	WD repeat domain 34	"DIC5|MGC20486|bA216B9.3|FAP133|CFAP133"		89891	ENSG00000119333	uc004bvq.2	NM_052844	CCDS6906	Q96EX3
WDR35	WD repeat domain 35	"MGC33196|KIAA1336|IFT121|IFTA1|FAP118"		57539	ENSG00000118965	uc002rdj.5	NM_020779	"CCDS1695|CCDS33152"	Q9P2L0
WDR36	WD repeat domain 36	"TA-WDRP|UTP21"		134430	ENSG00000134987	uc063fxy.1	NM_139281	CCDS4102	Q8NI36
WDR37	WD repeat domain 37	KIAA0982		22884	ENSG00000047056	uc031ptc.1	NM_014023	CCDS7057	Q9Y2I8
WDR38	WD repeat domain 38			401551	ENSG00000136918	uc004box.5	NM_001045476	"CCDS43876|CCDS75898|CCDS75899"	Q5JTN6
WDR41	WD repeat domain 41	FLJ10904		55255	ENSG00000164253	uc003kff.2	NM_018268	CCDS4038	Q9HAD4
WDR43	WD repeat domain 43	"KIAA0007|NET12|UTP5"	UTP5, small subunit (SSU) processome component, homolog (yeast)	23160	ENSG00000163811	uc002rmo.3	NM_015131	CCDS46251	Q15061
WDR44	WD repeat domain 44	"DKFZp686L20145|RPH11|RAB11BP|SYM-4"		54521	ENSG00000131725	uc004eqn.4	NM_019045	"CCDS14572|CCDS55482|CCDS55483"	Q5JSH3
WDR45	WD repeat domain 45	"JM5|WIPI4|NBIA5"	neurodegeneration with brain iron accumulation 5	11152	ENSG00000196998	uc004dmp.2	NM_007075	"CCDS14318|CCDS35250"	Q9Y484
WDR45B	WD repeat domain 45B	WIPI3		56270	ENSG00000141580	uc002kfq.3	NM_019613	CCDS11815	Q5MNZ6
WDR46	WD repeat domain 46	"BING4|UTP7"		9277	ENSG00000227057	uc011fqu.3	NM_005452	CCDS4772	O15213
WDR47	WD repeat domain 47	KIAA0893	nemitin	22911	ENSG00000085433	uc001dwi.4	NM_014969	"CCDS30787|CCDS44186|CCDS44187"	O94967
WDR48	WD repeat domain 48	"KIAA1449|P80|SPG60"		57599	ENSG00000114742	uc003cit.4	NM_020839	CCDS33738	Q8TAF3
WDR49	WD repeat domain 49	FLJ33620		151790	ENSG00000174776	uc003fev.2	NM_178824	CCDS3201	Q8IV35
WDR53	WD repeat domain 53	"MGC64882|MGC12928"		348793	ENSG00000185798	uc003fwt.4	NM_182627	"CCDS3318|CCDS87186|CCDS87187"	Q7Z5U6
WDR54	WD repeat domain 54	FLJ12953		84058	ENSG00000005448	uc002slb.4	NM_032118	"CCDS1940|CCDS82473"	Q9H977
WDR55	WD repeat domain 55	"FLJ20195|FLJ21702"		54853	ENSG00000120314	uc003lgr.5	NM_017706	CCDS4235	Q9H6Y2
WDR59	WD repeat domain 59	FLJ12270		79726	ENSG00000103091	uc002fdh.2	NM_030581	"CCDS32488|CCDS82011"	Q6PJI9
WDR60	WD repeat domain 60	"FLJ10300|FAP163|CFAP163|DIC6"		55112	ENSG00000126870	uc003woe.5	NM_018051	CCDS47757	Q8WVS4
WDR61	WD repeat domain 61	REC14		80349	ENSG00000140395	uc002bdn.4	NM_025234	"CCDS10300|CCDS76785"	Q9GZS3
WDR62	WD repeat domain 62	"DKFZP434J046|FLJ33298"		284403	ENSG00000075702	uc002odc.3	NM_015671	"CCDS33001|CCDS46059"	O43379
WDR63	WD repeat domain 63	"DIC3|FLJ30067|NYD-SP29"		126820	ENSG00000162643	uc001dkt.5	NM_145172	"CCDS702|CCDS72818"	Q8IWG1
WDR64	WD repeat domain 64	FLJ32978		128025	ENSG00000162843	uc001hzg.3	NM_144625		B1ANS9
WDR70	WD repeat domain 70	FLJ10233		55100	ENSG00000082068	uc003jkv.4	NM_018034	CCDS34147	Q9NW82
WDR72	WD repeat domain 72	FLJ38736		256764	ENSG00000166415	uc031qse.1	NM_182758	"CCDS10151|CCDS73730"	Q3MJ13
WDR73	WD repeat domain 73	"FLJ14888|HSPC264"		84942	ENSG00000177082	uc002bkw.3	NM_032856	CCDS45339	Q6P4I2
WDR74	WD repeat domain 74	"FLJ10439|Nsa1"		54663	ENSG00000133316	uc009yoi.3	NM_018093	"CCDS44630|CCDS76421"	Q6RFH5
WDR75	WD repeat domain 75	"FLJ12519|NET16|UTP17"	UTP17, small subunit (SSU) processome component, homolog (yeast)	84128	ENSG00000115368	uc002uql.2	NM_032168	CCDS2298	Q8IWA0
WDR76	WD repeat domain 76	FLJ12973		79968	ENSG00000092470	uc001zti.3	NM_024908	"CCDS10106|CCDS53938"	Q9H967
WDR77	WD repeat domain 77	"MEP50|p44"	methylosome protein 50	79084	ENSG00000116455	uc001ebb.4	NM_024102	CCDS835	Q9BQA1
WDR78	WD repeat domain 78	"DIC4|FLJ23129"		79819	ENSG00000152763	uc001dcx.5	NM_024763	"CCDS635|CCDS44157"	Q5VTH9
WDR81	WD repeat domain 81	"FLJ33817|PPP1R166|CAMRQ2|SORF-2"	protein phosphatase 1, regulatory subunit 166	124997	ENSG00000167716	uc010vqp.1	NM_152348	"CCDS54061|CCDS54062|CCDS54063"	Q562E7
WDR82	WD repeat domain 82	"PRO2730|MST107|MSTP107|PRO34047|WDR82A|SWD2"		80335	ENSG00000164091	uc003ddl.3	NM_025222	CCDS2851	Q6UXN9
WDR83	WD repeat domain 83	MORG1	MAPK organizer 1	84292	ENSG00000123154	uc002mue.5	NM_032332	CCDS12275	Q9BRX9
WDR83OS	WD repeat domain 83 opposite strand	PTD008		51398	ENSG00000105583	uc002mud.3	NM_016145	CCDS12274	Q9Y284
WDR86	WD repeat domain 86			349136	ENSG00000187260	uc003wkb.3	NM_198285	"CCDS5925|CCDS64805|CCDS64806|CCDS75680"	Q86TI4
WDR87	WD repeat domain 87	NYD-SP11		83889	ENSG00000171804	uc010efu.3	NM_031951	"CCDS46063|CCDS74356"	Q6ZQQ6
WDR88	WD repeat domain 88			126248	ENSG00000166359	uc002nui.4	NM_173479	CCDS12429	Q6ZMY6
WDR89	WD repeat domain 89	MGC9907		112840	ENSG00000140006	uc059chs.1	NM_080666	CCDS9759	Q96FK6
WDR90	WD repeat domain 90	"FLJ36483|KIAA1924|POC16"		197335	ENSG00000161996	uc002cii.2	NM_145294	CCDS42092	Q96KV7
WDR91	WD repeat domain 91	"HSPC049|SORF-1"		29062	ENSG00000105875	uc003vsp.3	NM_014149	CCDS34758	A4D1P6
WDR92	WD repeat domain 92	"FLJ31741|Monad"		116143	ENSG00000243667	uc002see.3	NM_138458	"CCDS1884|CCDS58712"	Q96MX6
WDR93	WD repeat domain 93	"FAP297|C1d-87|CFAP297"		56964	ENSG00000140527	uc002boj.3	NM_020212	"CCDS32326|CCDS66862|CCDS73779"	Q6P2C0
WDR97	WD repeat domain 97			340390	ENSG00000179698		NM_001316309	CCDS83334	A6NE52
WDSUB1	WD repeat, sterile alpha motif and U-box domain containing 1	"UBOX6|FLJ36175"		151525	ENSG00000196151	uc002ual.5	NM_152528	"CCDS2208|CCDS77477|CCDS82525"	Q8N9V3
WDTC1	WD and tetratricopeptide repeats 1	"KIAA1037|ADP|DCAF9"	"adipose homolog (Drosophila)|DDB1 and CUL4 associated factor 9"	23038	ENSG00000142784	uc001bno.5	NM_015023	"CCDS296|CCDS60044"	Q8N5D0
WEE1	WEE1 G2 checkpoint kinase	WEE1A		7465	ENSG00000166483	uc001mhs.4	NM_003390	"CCDS7800|CCDS44536"	P30291
WEE2	WEE2 oocyte meiosis inhibiting kinase	"FLJ16107|WEE1B"		494551	ENSG00000214102	uc003vwn.2	NM_001105558	CCDS43660	P0C1S8
WFDC1	WAP four-disulfide core domain 1	PS20		58189	ENSG00000103175	uc002fhw.5	NM_001282466	CCDS10946	Q9HC57
WFDC2	WAP four-disulfide core domain 2	"HE4|WAP5|dJ461P17.6|EDDM4"	epididymal protein 4	10406	ENSG00000101443	uc002xoo.4	NM_006103	CCDS35501	Q14508
WFDC3	WAP four-disulfide core domain 3	"dJ447F3.3|WAP14"		140686	ENSG00000124116	uc002xpf.1	NM_080614	CCDS33478	Q8IUB2
WFDC5	WAP four-disulfide core domain 5	"WAP1|dJ211D12.5"		149708	ENSG00000175121	uc002xne.2	NM_145652	CCDS33475	Q8TCV5
WFDC6	WAP four-disulfide core domain 6	"dJ461P17.11|WAP6"		140870	ENSG00000243543	uc002xos.2	NM_080827	CCDS13358	Q9BQY6
WFDC8	WAP four-disulfide core domain 8	"dJ461P17.1|WAP8"		90199	ENSG00000158901	uc002xow.4	NM_130896	CCDS13361	Q8IUA0
WFDC9	WAP four-disulfide core domain 9	"WAP9|dJ688G8.2"		259240	ENSG00000180205	uc002xoy.3	NM_147198	CCDS13362	Q8NEX5
WFDC10A	WAP four-disulfide core domain 10A	"dJ688G8.3|WAP10"		140832	ENSG00000180305	uc002xoz.4	NM_080753	CCDS13363	Q9H1F0
WFDC10B	WAP four-disulfide core domain 10B	WAP12		280664	ENSG00000182931	uc002xpc.4	NM_172006	"CCDS13365|CCDS13366"	Q8IUB3
WFDC11	WAP four-disulfide core domain 11	WAP11		259239	ENSG00000180083	uc061xin.1	NM_147197	CCDS13364	Q8NEX6
WFDC12	WAP four-disulfide core domain 12	"dJ211D12.4|WAP2"		128488	ENSG00000168703	uc002xnf.2	NM_080869	CCDS13343	Q8WWY7
WFDC13	WAP four-disulfide core domain 13	"dJ601O1.3|WAP13"		164237	ENSG00000168634	uc002xpd.3	NM_172005	CCDS13367	Q8IUB5
WFIKKN1	WAP, follistatin/kazal, immunoglobulin, kunitz and netrin domain containing 1	"RJD2|WFIKKN|WFDC20A"	WAP four-disulfide core domain 20A	117166	ENSG00000127578	uc002cht.2	NM_053284	CCDS10414	Q96NZ8
WFIKKN2	WAP, follistatin/kazal, immunoglobulin, kunitz and netrin domain containing 2	"WFIKKNRP|WFDC20B"	WAP four-disulfide core domain 20B	124857	ENSG00000173714	uc002isv.5	NM_175575	"CCDS11575|CCDS82159"	Q8TEU8
WFS1	wolframin ER transmembrane glycoprotein	"DIDMOAD|WFS"		7466	ENSG00000109501	uc003gix.3	NM_001145853	CCDS3386	O76024
